term,caseName,justiceId,speakerName,text,cleanText,duration,decidedBy,arguedOn,petitioner,respondent,docket,grantedOn,decidedOn,justice,partyWinning,majority,direction,vote
2005,Arkansas Dept. of Health and Human Servs. v. Ahlborn,112,"Samuel A. Alito, Jr.",What should have happened? Suppose that Ms. Ahlborn had cooperated. Would there have to be an agreement among all of the parties as to the breakdown of the... of the settlement? ,what should have happen suppose that ms ahlborn have cooperate would there have to be an agreement among all of the party as to the breakdown of the of the settlement ,10.55,Roberts Court,"Feb 27, 2006","Arkansas Department of Health and Human Services, et al.",Heidi Ahlborn,04-1506,"Sep 27, 2005","May 1, 2006",112,0.0,1.0,1.0,0
2005,Kircher v. Putnam Funds Trust,112,"Samuel A. Alito, Jr.",But aren't you... aren't you urging a very strange result that the... the decision on the merits of the SLUSA preclusion issue should be decided by the State courts when the whole purpose of... of that provision was to take matters out of the State courts because there was a view in Congress that they were not being handled properly there? I thought you said the merits of the issue was not going to be decided by the Federal court. ,but be not you be not you urge a very strange result that the the decision on the merit of the slusa preclusion issue should be decide by the state court when the whole purpose of of that provision be to take matter out of the state court because there be a view in congress that they we be not be handle properly there i think you say the merit of the issue be not go to be decide by the federal court ,21.43,Roberts Court,"Apr 24, 2006",Carl Kircher et al.,Putnam Funds Trust et al.,05-409,"Jan 6, 2006","Jun 15, 2006",112,1.0,1.0,0.0,1
2005,DaimlerChrysler Corp. v. Cuno,112,"Samuel A. Alito, Jr.",,,0.0,Roberts Court,"Mar 1, 2006",DaimlerChrysler Corp.,"Charlotte Cuno, et al.",04-1704,"Sep 27, 2005","May 15, 2006",112,1.0,1.0,0.0,1
2005,Zedner v. United States,112,"Samuel A. Alito, Jr.","Do you have any idea how often this... this sort of situation comes up where there's an alleged violation of the act and then a denial by the district court of a pretrial motion to dismiss? What do you mean-- --If the judge, when he finally found the defendant competent, had said expressly, and I... I made this determination in my mind shortly after the hearing and the... the briefs that were submitted at that time, but now I'm putting it on the record, that wouldn't be sufficient? Where does the act say that, that there has to be a finding at the time? No. But there's no provision, is there, that says that the finding under (b)(4), that there has to even be a finding under (b)(4), much less when the finding has to be made? ",do you have any idea how often this this sort of situation come up where there be an alleged violation of the act and then a denial by the district court of a pretrial motion to dismiss what do you mean if the judge when he finally find the defendant competent have say expressly and i i make this determination in my mind shortly after the hearing and the the brief that we be submit at that time but now I be put it on the record that would not be sufficient where do the act say that that there have to be a finding at the time no but there be no provision be there that say that the finding under b that there have to even be a finding under b much less when the finding have to be make ,42.17,Roberts Court,"Apr 18, 2006",Jacob Zedner,United States,05-5992,"Jan 6, 2006","Jun 5, 2006",112,1.0,1.0,1.0,1
2005,Samson v. California,112,"Samuel A. Alito, Jr.","Well-- What if it's the case-- --that this program would allow some searches that are... that violate the fourth amendment, but that this particular search would not? How closely can we focus just on what happened here, or do we have to consider all the... all the types of searches and the circumstances of searches that the California program might permit? ",well what if it be the case that this program would allow some search that be that violate the fourth amendment but that this particular search would not how closely can we focus just on what happen here or do we have to consider all the all the type of search and the circumstance of search that the california program might permit ,22.02,Roberts Court,"Feb 22, 2006",Donald Curtis Samson,California,04-9728,"Sep 27, 2005","Jun 19, 2006",112,0.0,1.0,0.0,0
2005,Kansas v. Marsh,112,"Samuel A. Alito, Jr.",,,0.0,Roberts Court,"Dec 7, 2005",Kansas,"Michael Lee Marsh, II",04-1170,"May 31, 2005","Jun 26, 2006",112,1.0,1.0,0.0,1
2005,Burlington Northern & Santa Fe Railway Co. v. White,112,"Samuel A. Alito, Jr.","Isn't a change in the hours that a person works a change in the terms and conditions? If change somebody's shift from the day shift to the... to the night shift, isn't that a change under 703? But if 704 doesn't incorporate 703 why would the... the EEOC test be the next best test? If Congress... there's nothing in 704 that refers to the EEOC standard, is there? Well, Congress could have... could have said... could have thought not only do we not want people who... who file complaints not to suffer those things that would deter a reasonable person from filing a complaint, but we just don't want them to suffer at all for having engaged in this protected activity. What... what basis would there be for deciding that Congress had one policy objective as opposed to the other there? What does... what does material mean? ",be not a change in the hour that a person work a change in the term and condition if change somebody s shift from the day shift to the to the night shift be not that a change under but if do not incorporate why would the the eeoc test be the next best test if congress there be nothing in that refers to the eeoc standard be there well congress could have could have say could have think not only do we not want people who who file complaint not to suffer those thing that would deter a reasonable person from file a complaint but we just do not want them to suffer at all for have engage in this protected activity what what basis would there be for decide that congress have one policy objective as oppose to the other there what do what do material mean ,46.78,Roberts Court,"Apr 17, 2006",Burlington Northern and Santa Fe Railway Company,Sheila White,05-259,"Dec 5, 2005","Jun 22, 2006",112,0.0,1.0,1.0,0
2005,"Howard Delivery Service, Inc. v. Zurich American Ins. Co.",112,"Samuel A. Alito, Jr.",Would the same thing happen under multi employer plans? Would not the employees typically receive the benefits even if their employer did not make the contributions that it was required to make? ,would the same thing happen under multi employer plan would not the employee typically receive the benefit even if their employer do not make the contribution that it be require to make ,13.85,Roberts Court,"Mar 21, 2006","Howard Delivery Service, Inc., et al.",Zurich American Insurance Co.,05-128,"Nov 7, 2005","Jun 15, 2006",112,1.0,0.0,0.0,0
2005,Hill v. McDonough,112,"Samuel A. Alito, Jr.",Do you-- --Do you agree that that was not a... that method of execution is not a violation of the Eighth Amendment? Yes. Do you know of any method that has been used... used throughout the country that is not a violation of the Eighth Amendment? Suppose you... suppose you never were told by Florida what the... how exactly it was going to be done. Does that mean you never could have brought a 1983 claim even on the day... the scheduled day of execution? ,do you do you agree that that be not a that method of execution be not a violation of the eighth amendment yes do you know of any method that have be use use throughout the country that be not a violation of the eighth amendment suppose you suppose you never we be tell by florida what the how exactly it be go to be do do that mean you never could have bring a claim even on the day the scheduled day of execution ,25.73,Roberts Court,"Apr 26, 2006",Clarence E. Hill,"James R. McDonough, Interim Secretary, Florida Department of Corrections, et al.",05-8794,"Apr 24, 2006","Jun 12, 2006",112,1.0,1.0,1.0,1
2005,Garcetti v. Ceballos,112,"Samuel A. Alito, Jr.",,,0.0,Roberts Court,"Oct 12, 2005",Gil Garcetti et al.,Richard Ceballos,04-473,"Feb 28, 2005","May 30, 2006",112,1.0,1.0,0.0,1
2005,Sanchez-Llamas v. Oregon,112,"Samuel A. Alito, Jr.","Well, did you ask for any remedy in this case other than suppression? This arose on the motion to suppress, am I right? Well, that, Mr.... could your client's attorney have argued in the Virginia habeas proceeding that his procedural default should have been excused because of ineffective assistance of trial counsel at the time of the default? That may or may not have been ineffective assistance of counsel. But I don't understand why... if a jurisdiction in this country has a procedural default rule that can be overcome by a showing of cause and prejudice with ineffective assistance of counsel being cause, why isn't that a remedy that is sufficient to give full effect to the treaty, which is what the treaty requires? But is there a difference between the rights that could be asserted by the consul or a consulate official and the rights that could be asserted by a criminal defendant? And if a consulate official knew that a national of that country was being detained and wanted access to that person and that was being denied by... by the State officials, there would be no remedy in Federal court? The consulate... the foreign country could not obtain... could not get Federal enforcement of that right to get access? ",well do you ask for any remedy in this case other than suppression this arose on the motion to suppress be i right well that mr could your client s attorney have argue in the virginia habeas proceed that his procedural default should have be excuse because of ineffective assistance of trial counsel at the time of the default that may or may not have be ineffective assistance of counsel but i do not understand why if a jurisdiction in this country have a procedural default rule that can be overcome by a showing of because and prejudice with ineffective assistance of counsel be because why be not that a remedy that be sufficient to give full effect to the treaty which be what the treaty require but be there a difference between the right that could be assert by the consul or a consulate official and the right that could be assert by a criminal defendant and if a consulate official know that a national of that country be be detain and want access to that person and that be be deny by by the state official there would be no remedy in federal court the consulate the foreign country could not obtain could not get federal enforcement of that right to get access ,73.11,Roberts Court,"Mar 29, 2006",Moises Sanchez-Llamas,Oregon,04-10566,"Nov 7, 2005","Jun 28, 2006",112,0.0,1.0,0.0,0
2005,Hudson v. Michigan,112,"Samuel A. Alito, Jr.",,,0.0,Roberts Court,"Jan 9, 2006","Booker T. Hudson, Jr.",Michigan,04-1360,"Jun 27, 2005","Jun 15, 2006",112,0.0,1.0,0.0,0
2005,"Sereboff v. Mid Atlantic Medical Services, Inc.",112,"Samuel A. Alito, Jr.",,,0.0,Roberts Court,"Mar 28, 2006",Joel Sereboff et ux.,"Mid Atlantic Medical Services, Inc.",05-260,"Nov 28, 2005","May 15, 2006",112,0.0,1.0,0.0,0
2005,"Mohawk Industries, Inc. v. Williams",112,"Samuel A. Alito, Jr.","But why would they use includes in that provision and means in other provisions? Well, do you agree that that's an exhaustive list in subsection (4)? Well, would you agree that includes is meant to be exhaustive in many of the other... in a number of the other subsections of this definitional provision? Why shouldn't includes here be read to mean means when that seems to be the way it's used in other subsections of this provision and when the only thing that seems to be... if this is not an exhaustive list, the only thing that seems possibly to be omitted from the list is what's involved here, which is a group consisting of a corporation or other legal... other legal entity and... and natural persons. Well, a State attorney... a State attorney general wouldn't fall within subsection 10. Would... would that be the case? ",but why would they use include in that provision and mean in other provision well do you agree that that be an exhaustive list in subsection well would you agree that include be mean to be exhaustive in many of the other in a number of the other subsection of this definitional provision why should not include here be read to mean mean when that seem to be the way it be use in other subsection of this provision and when the only thing that seem to be if this be not an exhaustive list the only thing that seem possibly to be omit from the list be what be involve here which be a group consist of a corporation or other legal other legal entity and and natural person well a state attorney a state attorney general would not fall within subsection would would that be the case ,51.86000000000001,Roberts Court,"Apr 26, 2006","Mohawk Industries, Inc.",Shirley Williams et al.,05-465,"Dec 12, 2005","Jun 5, 2006",112,1.0,1.0,0.0,1
2005,Rapanos v. United States,112,"Samuel A. Alito, Jr.","Does it make sense to say that any wetlands that it abuts a traditionally navigable water is covered, but a tributary that leads right into a traditionally navigable water is not necessarily covered? ",do it make sense to say that any wetland that it abut a traditionally navigable water be cover but a tributary that lead right into a traditionally navigable water be not necessarily cover ,13.43,Roberts Court,"Feb 21, 2006",John A. Rapanos et ux. et al.,United States,04-1034,"Oct 11, 2005","Jun 19, 2006",112,1.0,1.0,0.0,1
2005,"eBay Inc. v. MercExchange, L.L.C.",112,"Samuel A. Alito, Jr.",,,0.0,Roberts Court,"Mar 29, 2006",eBay Inc. et al.,"MercExchange, L.L.C.",05-130,"Nov 28, 2005","May 15, 2006",112,1.0,1.0,1.0,1
2005,S.D. Warren Co. v. Maine Board of Environmental Protection,112,"Samuel A. Alito, Jr.","Well, has FERC said that this is a problem, that the States are interfering? Well, would it be fair to say that, let's say, the Missouri River discharges into the Mississippi? Is that consistent with ordinary usage? But they're two water bodies, only because people gave them two different names. But the-- --the statute doesn't say ""discharge from one water body into another water body. "" It says ""discharge into the navigable waters"". And if the portion of the river below the dam is a navigable water, why is there not a pouring forth of the water into the navigable waters below the dam? Could you, as Justice Breyer's question to your adversary suggested, adopt water quality standards that would make any hydroelectric power impossible, in name? Do you think that's something that Congress intended when they adopted this, to allow a State to rule out hydroelectric power? Well, suppose-- --you have a facility that produces adverse environmental effects in one State, but produces power for a number of adjoining States. Why does it make sense for the State in which the facility is located to do the balancing of the environmental and the power considerations in that situation? ",well have ferc say that this be a problem that the state be interfere well would it be fair to say that let us say the missouri river discharge into the mississippi be that consistent with ordinary usage but they be two water body only because people give them two different name but the the statute do not say discharge from one water body into another water body it say discharge into the navigable water and if the portion of the river below the dam be a navigable water why be there not a pour forth of the water into the navigable water below the dam could you as justice breyer s question to your adversary suggest adopt water quality standard that would make any hydroelectric power impossible in name do you think that be something that congress intend when they adopt this to allow a state to rule out hydroelectric power well suppose you have a facility that produce adverse environmental effect in one state but produce power for a number of adjoin state why do it make sense for the state in which the facility be locate to do the balancing of the environmental and the power consideration in that situation ,70.92999999999998,Roberts Court,"Feb 21, 2006",S.D. Warren Company,Maine Board of Environmental Protection et al.,04-1527,"Oct 11, 2005","May 15, 2006",112,0.0,1.0,1.0,0
2005,Anza v. Ideal Steel Supply Corporation,112,"Samuel A. Alito, Jr.","Suppose... suppose the company gets a competitive advantage by engaging in the sort of activity that's would be traditionally be associated with organized crime, let's say, extortion or labor offenses. Would your causation argument be any different in that situation if a competitor filed a civil RICO action? Is there... is there any limit on the number of competitors who would have standing? You mentioned cigarette taxes. Suppose one newsstand in New York City is not collecting the cigarette tax. Does that mean that everybody else who's selling cigarettes in New York would be able to bring a claim? Well, I know, but where would the line be drawn? ",suppose suppose the company get a competitive advantage by engage in the sort of activity that be would be traditionally be associate with organize crime let us say extortion or labor offense would your causation argument be any different in that situation if a competitor file a civil rico action be there be there any limit on the number of competitor who would have standing you mention cigarette tax suppose one newsstand in new york city be not collect the cigarette tax do that mean that everybody else who be sell cigarette in new york would be able to bring a claim well i know but where would the line be draw ,39.21,Roberts Court,"Mar 27, 2006","Joseph Anza, et al.",Ideal Steel Supply Corp.,04-433,"Nov 28, 2005","Jun 5, 2006",112,1.0,1.0,0.0,1
2005,Randall v. Sorrell,112,"Samuel A. Alito, Jr.","Could candidates-- --Could candidates run effective campaigns if there were no... with these contribution limits if there were no expenditure limits? No. I mean, if there were no expenditure limits, if candidates could expend as much as they want, could they raise enough money with these contribution limits-- --to run effective campaigns. ",could candidate could candidate run effective campaign if there we be no with these contribution limit if there we be no expenditure limit no i mean if there we be no expenditure limit if candidate could expend as much as they want could they raise enough money with these contribution limit to run effective campaign ,18.22,Roberts Court,"Feb 28, 2006",Neil Randall et al.,William H. Sorrell et al.,04-1528,"Sep 27, 2005","Jun 26, 2006",112,1.0,1.0,0.0,1
2005,Brigham City v. Stuart,112,"Samuel A. Alito, Jr.","When you speak about a violent situation, would that be limited... would that apply here just because a punch was thrown, or would it be enough that the officers saw some men restraining the young man, or would it be enough if there were violent words being exchanged? Let's say they... they see a fight going on. What kind of calculation do you think has to go on in the mind of the officer? They have to think, well, let me look at these people. Do they look like they're... they're strong enough to really hurt each other? How likely is it that they're going to grab some object that's lying around, a knife, a baseball bat, or something, and... and escalate the violence? What... what sort of thought process do you think a reasonable officer is supposed to go through in that situation? Well, was there anything in the facts that a reasonable officer would know from looking in the window to suggest that these... the adults were not... did not have the intention of inflicting some sort of serious injury on this young man that they were restraining? They had... did they have any reason to know why they were holding him? ",when you speak about a violent situation would that be limited would that apply here just because a punch be throw or would it be enough that the officer saw some men restrain the young man or would it be enough if there we be violent word be exchange let us say they they see a fight go on what kind of calculation do you think have to go on in the mind of the officer they have to think well let me look at these people do they look like they be they be strong enough to really hurt each other how likely be it that they be go to grab some object that be lie around a knife a baseball bat or something and and escalate the violence what what sort of thought process do you think a reasonable officer be suppose to go through in that situation well be there anything in the fact that a reasonable officer would know from look in the window to suggest that these the adult we be not do not have the intention of inflict some sort of serious injury on this young man that they we be restrain they have do they have any reason to know why they we be hold him ,67.75999999999999,Roberts Court,"Apr 24, 2006","Brigham City, Utah","Charles W. Stuart, et al.",05-502,"Jan 6, 2006","May 22, 2006",112,1.0,1.0,0.0,1
2005,Woodford v. Ngo,112,"Samuel A. Alito, Jr.","What if the claim is presented in a way that's gibberish, it's impossible to understand? But he can-- --But it can never be procedurally defaulted, because the claim isn't presented in a comprehensible form to the... to the prison grievance officials? ",what if the claim be present in a way that be gibberish it be impossible to understand but he can but it can never be procedurally default because the claim be not present in a comprehensible form to the to the prison grievance official ,12.61,Roberts Court,"Mar 22, 2006",Jeanne S. Woodford et al.,Viet Mike Ngo,05-416,"Nov 14, 2005","Jun 22, 2006",112,1.0,1.0,0.0,1
2005,Hamdan v. Rumsfeld,112,"Samuel A. Alito, Jr.","But isn't that-- --Why does it... why does it affect the scope of the review that he could get eventually? If there's a final decision, there can be review of whether the use of the standards or procedures that were used by the commission to reach a final decision is consistent with the Constitution and laws of the United States? Why doesn't that encompass any claim that he might want to make later on? I mean, criminal litigation review after the final decision is the general rule. There generally is not any interlocutory... any interlocutory appeal. And what you say could happen in any criminal case if you assume bad faith on the part of the people who are responsible for making the decisions along the way. They could delay indefinitely and postpone the entry of a final decision. But is it clear that the-- --charges against your client could not be amended? Then why should we... why should there be review, before trial, of a charge that could be amended? There could be additional charges added by the time there's a final decision. Isn't this contrary to the way legal proceedings and appeals are normally handled? You have a... essentially, a pretrial appeal concerning the validity of the charge that may not even be the final charge. Well, that wouldn't be-- ",but be not that why do it why do it affect the scope of the review that he could get eventually if there be a final decision there can be review of whether the use of the standard or procedure that we be use by the commission to reach a final decision be consistent with the constitution and law of the united state why do not that encompass any claim that he might want to make later on i mean criminal litigation review after the final decision be the general rule there generally be not any interlocutory any interlocutory appeal and what you say could happen in any criminal case if you assume bad faith on the part of the people who be responsible for make the decision along the way they could delay indefinitely and postpone the entry of a final decision but be it clear that the charge against your client could not be amend then why should we why should there be review before trial of a charge that could be amend there could be additional charge add by the time there be a final decision be not this contrary to the way legal proceeding and appeal be normally handle you have a essentially a pretrial appeal concern the validity of the charge that may not even be the final charge well that would not be ,73.48,Roberts Court,"Mar 28, 2006",Salim Ahmed Hamdan,"Donald H. Rumsfeld, Secretary of Defense, et al.",05-184,"Nov 7, 2005","Jun 29, 2006",112,1.0,0.0,0.0,0
2005,Arlington Central School District Board of Education v. Murphy,112,"Samuel A. Alito, Jr.","As you-- --Under your reading of 1415, may a court award to parents any costs that they incur in connection with the litigation, or... or would you just add expert fees to the attorneys' fees? But if costs is not a term... is not a legal term of art, if it really... if it means just the expenses that parents incur, why wouldn't it include things like travel expenses or lost wages to attend the court proceeding? Well, speaking of that... of that language, that attorneys' fees may be awarded as part of costs, does that suggest... it doesn't say directly that costs may be awarded. Does that suggest that the attorneys' fees are simply to be regarded as another element of costs that... that may be awarded under the costs statute? ",as you under your reading of may a court award to parent any cost that they incur in connection with the litigation or or would you just add expert fee to the attorney fee but if cost be not a term be not a legal term of art if it really if it mean just the expense that parent incur why would not it include thing like travel expense or lose wage to attend the court proceeding well speaking of that of that language that attorney fee may be award as part of cost do that suggest it do not say directly that cost may be award do that suggest that the attorney fee be simply to be regard as another element of cost that that may be award under the cost statute ,49.06,Roberts Court,"Apr 19, 2006",Arlington Central School District Board of Education,"Pearl Murphy, et vir.",05-18,"Jan 6, 2006","Jun 26, 2006",112,1.0,1.0,0.0,1
2005,Fernandez-Vargas v. Gonzales,112,"Samuel A. Alito, Jr.","Aren't there several possible explanations for why Congress would leave the ""before or after"" language out of the... out of the new provision? They might have wanted it just to be decided under the Landgraf framework. Isn't that one possibility? Or they might have thought that INA, which would be 1952, and, therefore, irrelevant by the time this was passed. ",be not there several possible explanation for why congress would leave the before or after language out of the out of the new provision they might have want it just to be decide under the landgraf framework be not that one possibility or they might have think that ina which would be and therefore irrelevant by the time this be pass ,28.72,Roberts Court,"Mar 22, 2006",Humberto Fernandez-Vargas,"Alberto R. Gonzales, Attorney General",04-1376,"Oct 31, 2005","Jun 22, 2006",112,0.0,1.0,0.0,0
